         770729 function calls (761077 primitive calls) in 0.757 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   119/68    0.008    0.000    0.010    0.000 {method 'read' of '_io.BufferedReader' objects}
96932/96912    0.009    0.000    0.009    0.000 {built-in method builtins.isinstance}
        4    0.000    0.000    0.009    0.002 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/botocore/session.py:814(_get_internal_component)
        1    0.000    0.000    0.009    0.009 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/tools/datetimes.py:673(to_datetime)
        1    0.000    0.000    0.008    0.008 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/botocore/session.py:203(create_default_resolver)
     2637    0.008    0.000    0.008    0.000 {built-in method posix.stat}
       39    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
        1    0.000    0.000    0.008    0.008 /opt/homebrew/Cellar/python@3.12/3.12.4/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/managers.py:1(<module>)
    14459    0.003    0.000    0.008    0.000 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/dtypes/missing.py:101(isna)
        1    0.001    0.001    0.007    0.007 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/pyarrow/pandas_compat.py:564(dataframe_to_arrays)
      149    0.004    0.000    0.007    0.000 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/botocore/hooks.py:454(_alias_event_name)
        1    0.000    0.000    0.007    0.007 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/tools/datetimes.py:209(_maybe_cache)
      808    0.001    0.000    0.006    0.000 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/botocore/loaders.py:157(exists)
    20209    0.003    0.000    0.006    0.000 /Users/jonathanspence/Documents/CourseWork/energy_monitor/.venv/lib/python3.12/site-packages/pandas/io/formats/format.py:745(<genexpr>)
101645/101378    0.006    0.000    0.006    0.000 {built-in method builtins.len}
     1634    0.001    0.000    0.006    0.000 <frozen genericpath>:27(isfile)
