         229789 function calls (226476 primitive calls) in 2.140 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1011(handle)
     4794    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
       48    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1148(emit)
       25    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/requests/utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.002    0.002 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pyarrow/pandas_compat.py:564(dataframe_to_arrays)
       50    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/requests/cookies.py:124(extract_cookies_to_jar)
       45    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/indexing.py:1176(__getitem__)
       26    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/urllib3/_collections.py:242(__init__)
        1    0.000    0.000    0.002    0.002 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/internals/concat.py:94(concatenate_managers)
  461/402    0.000    0.000    0.002    0.000 {built-in method builtins.all}
     7970    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
      136    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/urllib3/connection.py:308(putheader)
        1    0.001    0.001    0.002    0.002 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pyarrow/pandas_compat.py:760(table_to_dataframe)
       21    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1529(info)
14895/13431    0.002    0.000    0.002    0.000 {built-in method builtins.len}
       25    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:1082(_send_output)
        1    0.000    0.000    0.002    0.002 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/botocore/client.py:496(_get_client_args)
       26    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/urllib3/util/url.py:351(_encode_target)
        1    0.000    0.000    0.002    0.002 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/botocore/args.py:86(get_client_args)
       27    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:1027(send)
      286    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/queue.py:122(put)
       23    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/internals/construction.py:928(_finalize_columns_and_data)
       26    0.001    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/urllib3/_collections.py:337(extend)
       27    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/ssl.py:1200(sendall)
       44    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/indexing.py:1689(_getitem_tuple)
       23    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/internals/construction.py:1006(convert_object_array)
       25    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/internals/managers.py:1782(_consolidate_inplace)
     5884    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
       25    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/requests/models.py:610(prepare_cookies)
      506    0.001    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/core/internals/construction.py:1028(convert)
       26    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/urllib/request.py:2579(_proxy_bypass_macosx_sysconf)
       26    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/urllib3/connection.py:288(putrequest)
       25    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/requests/cookies.py:140(get_cookie_header)
       75    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/requests/cookies.py:35(__init__)
     2284    0.001    0.000    0.002    0.000 <frozen os>:766(decode)
       25    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/requests/adapters.py:546(request_url)
       92    0.000    0.000    0.002    0.000 /Users/joshuasigma/Documents/Sigma/energy_monitor/.venv/lib/python3.12/site-packages/pandas/io/formats/format.py:1726(_make_fixed_width)
       26    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py:1136(putrequest)
       53    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/urllib/parse.py:452(urlsplit)
